OBJECTID,gsid,formal_name,district,station_id,year,month,days,rainfallsum
994099,347,Dhunche,Rasuwa,1055,1986,3,7,0
994100,347,Dhunche,Rasuwa,1055,1986,3,8,0
994101,347,Dhunche,Rasuwa,1055,1986,3,9,17.3
994102,347,Dhunche,Rasuwa,1055,1986,3,10,0
994103,347,Dhunche,Rasuwa,1055,1986,3,11,0
994104,347,Dhunche,Rasuwa,1055,1986,3,12,0
994105,347,Dhunche,Rasuwa,1055,1986,3,13,0
994106,347,Dhunche,Rasuwa,1055,1986,3,14,0
994107,347,Dhunche,Rasuwa,1055,1986,3,15,0
994108,347,Dhunche,Rasuwa,1055,1986,3,16,0
994109,347,Dhunche,Rasuwa,1055,1986,3,17,0
994110,347,Dhunche,Rasuwa,1055,1986,3,18,0
994111,347,Dhunche,Rasuwa,1055,1986,3,19,0
994112,347,Dhunche,Rasuwa,1055,1986,3,20,0
994113,347,Dhunche,Rasuwa,1055,1986,3,21,0
994114,347,Dhunche,Rasuwa,1055,1986,3,22,0
994115,347,Dhunche,Rasuwa,1055,1986,3,23,0
994116,347,Dhunche,Rasuwa,1055,1986,3,24,0
994117,347,Dhunche,Rasuwa,1055,1986,3,25,0.1
994118,347,Dhunche,Rasuwa,1055,1986,3,26,0
994119,347,Dhunche,Rasuwa,1055,1986,3,27,0
994120,347,Dhunche,Rasuwa,1055,1986,3,28,0
994121,347,Dhunche,Rasuwa,1055,1986,3,29,0
994122,347,Dhunche,Rasuwa,1055,1986,3,30,0
994123,347,Dhunche,Rasuwa,1055,1986,3,31,0
994124,347,Dhunche,Rasuwa,1055,1986,4,1,0
994125,347,Dhunche,Rasuwa,1055,1986,4,2,0.2
994126,347,Dhunche,Rasuwa,1055,1986,4,3,0
994127,347,Dhunche,Rasuwa,1055,1986,4,4,2
994128,347,Dhunche,Rasuwa,1055,1986,4,5,9.1
994129,347,Dhunche,Rasuwa,1055,1986,4,6,5
994130,347,Dhunche,Rasuwa,1055,1986,4,7,14.1
994131,347,Dhunche,Rasuwa,1055,1986,4,8,0
994132,347,Dhunche,Rasuwa,1055,1986,4,9,0
994133,347,Dhunche,Rasuwa,1055,1986,4,10,0
994134,347,Dhunche,Rasuwa,1055,1986,4,11,9.3
994135,347,Dhunche,Rasuwa,1055,1986,4,12,0
994136,347,Dhunche,Rasuwa,1055,1986,4,13,0
994137,347,Dhunche,Rasuwa,1055,1986,4,14,0
994138,347,Dhunche,Rasuwa,1055,1986,4,15,0
994139,347,Dhunche,Rasuwa,1055,1986,4,16,0
994140,347,Dhunche,Rasuwa,1055,1986,4,17,0
994141,347,Dhunche,Rasuwa,1055,1986,4,18,0
994142,347,Dhunche,Rasuwa,1055,1986,4,19,0.1
994143,347,Dhunche,Rasuwa,1055,1986,4,20,0
994144,347,Dhunche,Rasuwa,1055,1986,4,21,11.6
994145,347,Dhunche,Rasuwa,1055,1986,4,22,0
994146,347,Dhunche,Rasuwa,1055,1986,4,23,0
994147,347,Dhunche,Rasuwa,1055,1986,4,24,0
994148,347,Dhunche,Rasuwa,1055,1986,4,25,0
994149,347,Dhunche,Rasuwa,1055,1986,4,26,0
994150,347,Dhunche,Rasuwa,1055,1986,4,27,0
994151,347,Dhunche,Rasuwa,1055,1986,4,28,0
994152,347,Dhunche,Rasuwa,1055,1986,4,29,0
994153,347,Dhunche,Rasuwa,1055,1986,4,30,0
994154,347,Dhunche,Rasuwa,1055,1986,5,1,15.8
994155,347,Dhunche,Rasuwa,1055,1986,5,2,0
994156,347,Dhunche,Rasuwa,1055,1986,5,3,0
994157,347,Dhunche,Rasuwa,1055,1986,5,4,0
994158,347,Dhunche,Rasuwa,1055,1986,5,5,0
994159,347,Dhunche,Rasuwa,1055,1986,5,6,0
994160,347,Dhunche,Rasuwa,1055,1986,5,7,0.1
994161,347,Dhunche,Rasuwa,1055,1986,5,8,0
994162,347,Dhunche,Rasuwa,1055,1986,5,9,0
994163,347,Dhunche,Rasuwa,1055,1986,5,10,35.1
994164,347,Dhunche,Rasuwa,1055,1986,5,11,0
994165,347,Dhunche,Rasuwa,1055,1986,5,12,0
994166,347,Dhunche,Rasuwa,1055,1986,5,13,0
994167,347,Dhunche,Rasuwa,1055,1986,5,14,0
994168,347,Dhunche,Rasuwa,1055,1986,5,15,0
994169,347,Dhunche,Rasuwa,1055,1986,5,16,0
994170,347,Dhunche,Rasuwa,1055,1986,5,17,0
994171,347,Dhunche,Rasuwa,1055,1986,5,18,0
994172,347,Dhunche,Rasuwa,1055,1986,5,19,0
994173,347,Dhunche,Rasuwa,1055,1986,5,20,0
994174,347,Dhunche,Rasuwa,1055,1986,5,21,0
994175,347,Dhunche,Rasuwa,1055,1986,5,22,9.3
994176,347,Dhunche,Rasuwa,1055,1986,5,23,0
994177,347,Dhunche,Rasuwa,1055,1986,5,24,0
994178,347,Dhunche,Rasuwa,1055,1986,5,25,0
994179,347,Dhunche,Rasuwa,1055,1986,5,26,0
994180,347,Dhunche,Rasuwa,1055,1986,5,27,0
994181,347,Dhunche,Rasuwa,1055,1986,5,28,0
994182,347,Dhunche,Rasuwa,1055,1986,5,29,0
994183,347,Dhunche,Rasuwa,1055,1986,5,30,0
994184,347,Dhunche,Rasuwa,1055,1986,5,31,0
994185,347,Dhunche,Rasuwa,1055,1986,6,1,1.2
994186,347,Dhunche,Rasuwa,1055,1986,6,2,5.3
994187,347,Dhunche,Rasuwa,1055,1986,6,3,0
994188,347,Dhunche,Rasuwa,1055,1986,6,4,0
994189,347,Dhunche,Rasuwa,1055,1986,6,5,37.1
994190,347,Dhunche,Rasuwa,1055,1986,6,6,0
994191,347,Dhunche,Rasuwa,1055,1986,6,7,18
994192,347,Dhunche,Rasuwa,1055,1986,6,8,0
994193,347,Dhunche,Rasuwa,1055,1986,6,9,0
994194,347,Dhunche,Rasuwa,1055,1986,6,10,15
994195,347,Dhunche,Rasuwa,1055,1986,6,11,0
994196,347,Dhunche,Rasuwa,1055,1986,6,12,0
994197,347,Dhunche,Rasuwa,1055,1986,6,13,38.2
994198,347,Dhunche,Rasuwa,1055,1986,6,14,41
994199,347,Dhunche,Rasuwa,1055,1986,6,15,17.1
994200,347,Dhunche,Rasuwa,1055,1986,6,16,19
994201,347,Dhunche,Rasuwa,1055,1986,6,17,0
994202,347,Dhunche,Rasuwa,1055,1986,6,18,5.7
994203,347,Dhunche,Rasuwa,1055,1986,6,19,0
994204,347,Dhunche,Rasuwa,1055,1986,6,20,0
994205,347,Dhunche,Rasuwa,1055,1986,6,21,0
994206,347,Dhunche,Rasuwa,1055,1986,6,22,0
994207,347,Dhunche,Rasuwa,1055,1986,6,23,0
994208,347,Dhunche,Rasuwa,1055,1986,6,24,0.1
994209,347,Dhunche,Rasuwa,1055,1986,6,25,0
994210,347,Dhunche,Rasuwa,1055,1986,6,26,0
994211,347,Dhunche,Rasuwa,1055,1986,6,27,0
994212,347,Dhunche,Rasuwa,1055,1986,6,28,0
994213,347,Dhunche,Rasuwa,1055,1986,6,29,0
994214,347,Dhunche,Rasuwa,1055,1986,6,30,0
994215,347,Dhunche,Rasuwa,1055,1986,7,1,0
994216,347,Dhunche,Rasuwa,1055,1986,7,2,41
994217,347,Dhunche,Rasuwa,1055,1986,7,3,41.9
994218,347,Dhunche,Rasuwa,1055,1986,7,4,0
994219,347,Dhunche,Rasuwa,1055,1986,7,5,25.3
994220,347,Dhunche,Rasuwa,1055,1986,7,6,0
994221,347,Dhunche,Rasuwa,1055,1986,7,7,0.1
994222,347,Dhunche,Rasuwa,1055,1986,7,8,0
994223,347,Dhunche,Rasuwa,1055,1986,7,9,0
994224,347,Dhunche,Rasuwa,1055,1986,7,10,0
994225,347,Dhunche,Rasuwa,1055,1986,7,11,35.6
994226,347,Dhunche,Rasuwa,1055,1986,7,12,41
994227,347,Dhunche,Rasuwa,1055,1986,7,13,38
994228,347,Dhunche,Rasuwa,1055,1986,7,14,0
994229,347,Dhunche,Rasuwa,1055,1986,7,15,0
994230,347,Dhunche,Rasuwa,1055,1986,7,16,41
994231,347,Dhunche,Rasuwa,1055,1986,7,17,15.9
994232,347,Dhunche,Rasuwa,1055,1986,7,18,7
994233,347,Dhunche,Rasuwa,1055,1986,7,19,0
994234,347,Dhunche,Rasuwa,1055,1986,7,20,0
994235,347,Dhunche,Rasuwa,1055,1986,7,21,41
994236,347,Dhunche,Rasuwa,1055,1986,7,22,0
994237,347,Dhunche,Rasuwa,1055,1986,7,23,0
994238,347,Dhunche,Rasuwa,1055,1986,7,24,0
994239,347,Dhunche,Rasuwa,1055,1986,7,25,0
994240,347,Dhunche,Rasuwa,1055,1986,7,26,3
994241,347,Dhunche,Rasuwa,1055,1986,7,27,0
994242,347,Dhunche,Rasuwa,1055,1986,7,28,0
994243,347,Dhunche,Rasuwa,1055,1986,7,29,0
994244,347,Dhunche,Rasuwa,1055,1986,7,30,41
994245,347,Dhunche,Rasuwa,1055,1986,7,31,41.2
994246,347,Dhunche,Rasuwa,1055,1986,8,1,0
994247,347,Dhunche,Rasuwa,1055,1986,8,2,0
994248,347,Dhunche,Rasuwa,1055,1986,8,3,0
994249,347,Dhunche,Rasuwa,1055,1986,8,4,35.7
994250,347,Dhunche,Rasuwa,1055,1986,8,5,41
994251,347,Dhunche,Rasuwa,1055,1986,8,6,15
994252,347,Dhunche,Rasuwa,1055,1986,8,7,0
994253,347,Dhunche,Rasuwa,1055,1986,8,8,0
994254,347,Dhunche,Rasuwa,1055,1986,8,9,0
994255,347,Dhunche,Rasuwa,1055,1986,8,10,0
994256,347,Dhunche,Rasuwa,1055,1986,8,11,17.3
994257,347,Dhunche,Rasuwa,1055,1986,8,12,0
994258,347,Dhunche,Rasuwa,1055,1986,8,13,0
994259,347,Dhunche,Rasuwa,1055,1986,8,14,0
994260,347,Dhunche,Rasuwa,1055,1986,8,15,0
994261,347,Dhunche,Rasuwa,1055,1986,8,16,41.5
994262,347,Dhunche,Rasuwa,1055,1986,8,17,1.2
994263,347,Dhunche,Rasuwa,1055,1986,8,18,0
994264,347,Dhunche,Rasuwa,1055,1986,8,19,0
994265,347,Dhunche,Rasuwa,1055,1986,8,20,5
994266,347,Dhunche,Rasuwa,1055,1986,8,21,0
994267,347,Dhunche,Rasuwa,1055,1986,8,22,0
994268,347,Dhunche,Rasuwa,1055,1986,8,23,0
994269,347,Dhunche,Rasuwa,1055,1986,8,24,0
994270,347,Dhunche,Rasuwa,1055,1986,8,25,11
994271,347,Dhunche,Rasuwa,1055,1986,8,26,0
994272,347,Dhunche,Rasuwa,1055,1986,8,27,0
994273,347,Dhunche,Rasuwa,1055,1986,8,28,0
994274,347,Dhunche,Rasuwa,1055,1986,8,29,0
994275,347,Dhunche,Rasuwa,1055,1986,8,30,0
994276,347,Dhunche,Rasuwa,1055,1986,8,31,0
994277,347,Dhunche,Rasuwa,1055,1986,9,1,22.3
994278,347,Dhunche,Rasuwa,1055,1986,9,2,14
994279,347,Dhunche,Rasuwa,1055,1986,9,3,0
994280,347,Dhunche,Rasuwa,1055,1986,9,4,26.1
994281,347,Dhunche,Rasuwa,1055,1986,9,5,0
994282,347,Dhunche,Rasuwa,1055,1986,9,6,5.7
994283,347,Dhunche,Rasuwa,1055,1986,9,7,9
994284,347,Dhunche,Rasuwa,1055,1986,9,8,41
994285,347,Dhunche,Rasuwa,1055,1986,9,9,0
994286,347,Dhunche,Rasuwa,1055,1986,9,10,0
994287,347,Dhunche,Rasuwa,1055,1986,9,11,0
994288,347,Dhunche,Rasuwa,1055,1986,9,12,35.9
994289,347,Dhunche,Rasuwa,1055,1986,9,13,0
994290,347,Dhunche,Rasuwa,1055,1986,9,14,0
994291,347,Dhunche,Rasuwa,1055,1986,9,15,0
994292,347,Dhunche,Rasuwa,1055,1986,9,16,31.7
994293,347,Dhunche,Rasuwa,1055,1986,9,17,0
994294,347,Dhunche,Rasuwa,1055,1986,9,18,0
994295,347,Dhunche,Rasuwa,1055,1986,9,19,15
994296,347,Dhunche,Rasuwa,1055,1986,9,20,0
994297,347,Dhunche,Rasuwa,1055,1986,9,21,0
994298,347,Dhunche,Rasuwa,1055,1986,9,22,0
994299,347,Dhunche,Rasuwa,1055,1986,9,23,0
994300,347,Dhunche,Rasuwa,1055,1986,9,24,0
994301,347,Dhunche,Rasuwa,1055,1986,9,25,0
994302,347,Dhunche,Rasuwa,1055,1986,9,26,0
994303,347,Dhunche,Rasuwa,1055,1986,9,27,17.8
994304,347,Dhunche,Rasuwa,1055,1986,9,28,39
994305,347,Dhunche,Rasuwa,1055,1986,9,29,0
994306,347,Dhunche,Rasuwa,1055,1986,9,30,0
994307,347,Dhunche,Rasuwa,1055,1986,10,1,41
994308,347,Dhunche,Rasuwa,1055,1986,10,2,0
994309,347,Dhunche,Rasuwa,1055,1986,10,3,0
994310,347,Dhunche,Rasuwa,1055,1986,10,4,0
994311,347,Dhunche,Rasuwa,1055,1986,10,5,0
994312,347,Dhunche,Rasuwa,1055,1986,10,6,0
994313,347,Dhunche,Rasuwa,1055,1986,10,7,23.7
994314,347,Dhunche,Rasuwa,1055,1986,10,8,41
994315,347,Dhunche,Rasuwa,1055,1986,10,9,0
994316,347,Dhunche,Rasuwa,1055,1986,10,10,0
994317,347,Dhunche,Rasuwa,1055,1986,10,11,0
994318,347,Dhunche,Rasuwa,1055,1986,10,12,0
994319,347,Dhunche,Rasuwa,1055,1986,10,13,21.9
994320,347,Dhunche,Rasuwa,1055,1986,10,14,0
994321,347,Dhunche,Rasuwa,1055,1986,10,15,0
994322,347,Dhunche,Rasuwa,1055,1986,10,16,0
994323,347,Dhunche,Rasuwa,1055,1986,10,17,17.3
994324,347,Dhunche,Rasuwa,1055,1986,10,18,0
994325,347,Dhunche,Rasuwa,1055,1986,10,19,0
994326,347,Dhunche,Rasuwa,1055,1986,10,20,0
994327,347,Dhunche,Rasuwa,1055,1986,10,21,18
994328,347,Dhunche,Rasuwa,1055,1986,10,22,37.1
994329,347,Dhunche,Rasuwa,1055,1986,10,23,0
994330,347,Dhunche,Rasuwa,1055,1986,10,24,0
994331,347,Dhunche,Rasuwa,1055,1986,10,25,0
994332,347,Dhunche,Rasuwa,1055,1986,10,26,0
994333,347,Dhunche,Rasuwa,1055,1986,10,27,0
994334,347,Dhunche,Rasuwa,1055,1986,10,28,0.1
994335,347,Dhunche,Rasuwa,1055,1986,10,29,0
994336,347,Dhunche,Rasuwa,1055,1986,10,30,0
994337,347,Dhunche,Rasuwa,1055,1986,10,31,41
994338,347,Dhunche,Rasuwa,1055,1986,11,1,0
994339,347,Dhunche,Rasuwa,1055,1986,11,2,0
994340,347,Dhunche,Rasuwa,1055,1986,11,3,0
994341,347,Dhunche,Rasuwa,1055,1986,11,4,0
994342,347,Dhunche,Rasuwa,1055,1986,11,5,15
994343,347,Dhunche,Rasuwa,1055,1986,11,6,0
994344,347,Dhunche,Rasuwa,1055,1986,11,7,0
994345,347,Dhunche,Rasuwa,1055,1986,11,8,7.3
994346,347,Dhunche,Rasuwa,1055,1986,11,9,0.1
994347,347,Dhunche,Rasuwa,1055,1986,11,10,0
994348,347,Dhunche,Rasuwa,1055,1986,11,11,0
994349,347,Dhunche,Rasuwa,1055,1986,11,12,0
994350,347,Dhunche,Rasuwa,1055,1986,11,13,1.2
994351,347,Dhunche,Rasuwa,1055,1986,11,14,0
994352,347,Dhunche,Rasuwa,1055,1986,11,15,0
994353,347,Dhunche,Rasuwa,1055,1986,11,16,0
994354,347,Dhunche,Rasuwa,1055,1986,11,17,0
994355,347,Dhunche,Rasuwa,1055,1986,11,18,0
994356,347,Dhunche,Rasuwa,1055,1986,11,19,0
994357,347,Dhunche,Rasuwa,1055,1986,11,20,0.1
994358,347,Dhunche,Rasuwa,1055,1986,11,21,0
994359,347,Dhunche,Rasuwa,1055,1986,11,22,0
994360,347,Dhunche,Rasuwa,1055,1986,11,23,0
994361,347,Dhunche,Rasuwa,1055,1986,11,24,0
994362,347,Dhunche,Rasuwa,1055,1986,11,25,0
994363,347,Dhunche,Rasuwa,1055,1986,11,26,15
994364,347,Dhunche,Rasuwa,1055,1986,11,27,0
994365,347,Dhunche,Rasuwa,1055,1986,11,28,0
994366,347,Dhunche,Rasuwa,1055,1986,11,29,0
994367,347,Dhunche,Rasuwa,1055,1986,11,30,0
994368,347,Dhunche,Rasuwa,1055,1986,12,1,0
994369,347,Dhunche,Rasuwa,1055,1986,12,2,0
994370,347,Dhunche,Rasuwa,1055,1986,12,3,14
994371,347,Dhunche,Rasuwa,1055,1986,12,4,0
994372,347,Dhunche,Rasuwa,1055,1986,12,5,0
994373,347,Dhunche,Rasuwa,1055,1986,12,6,0
994374,347,Dhunche,Rasuwa,1055,1986,12,7,0
994375,347,Dhunche,Rasuwa,1055,1986,12,8,0
994376,347,Dhunche,Rasuwa,1055,1986,12,9,0
994377,347,Dhunche,Rasuwa,1055,1986,12,10,0
994378,347,Dhunche,Rasuwa,1055,1986,12,11,0
994379,347,Dhunche,Rasuwa,1055,1986,12,12,0.1
994380,347,Dhunche,Rasuwa,1055,1986,12,13,0
994381,347,Dhunche,Rasuwa,1055,1986,12,14,0
994382,347,Dhunche,Rasuwa,1055,1986,12,15,0
994383,347,Dhunche,Rasuwa,1055,1986,12,16,0.1
994384,347,Dhunche,Rasuwa,1055,1986,12,17,2
994385,347,Dhunche,Rasuwa,1055,1986,12,18,17.3
994386,347,Dhunche,Rasuwa,1055,1986,12,19,0
994387,347,Dhunche,Rasuwa,1055,1986,12,20,0
994388,347,Dhunche,Rasuwa,1055,1986,12,21,0
994389,347,Dhunche,Rasuwa,1055,1986,12,22,0
994390,347,Dhunche,Rasuwa,1055,1986,12,23,0
994391,347,Dhunche,Rasuwa,1055,1986,12,24,0
994392,347,Dhunche,Rasuwa,1055,1986,12,25,0.1
994393,347,Dhunche,Rasuwa,1055,1986,12,26,0
994394,347,Dhunche,Rasuwa,1055,1986,12,27,0
994395,347,Dhunche,Rasuwa,1055,1986,12,28,0
994396,347,Dhunche,Rasuwa,1055,1986,12,29,0
994397,347,Dhunche,Rasuwa,1055,1986,12,30,0
994398,347,Dhunche,Rasuwa,1055,1986,12,31,18.3
994399,347,Dhunche,Rasuwa,1055,1987,1,1,0
994400,347,Dhunche,Rasuwa,1055,1987,1,2,0
994401,347,Dhunche,Rasuwa,1055,1987,1,3,2.1
994402,347,Dhunche,Rasuwa,1055,1987,1,4,0
994403,347,Dhunche,Rasuwa,1055,1987,1,5,17.3
994404,347,Dhunche,Rasuwa,1055,1987,1,6,0
994405,347,Dhunche,Rasuwa,1055,1987,1,7,0
994406,347,Dhunche,Rasuwa,1055,1987,1,8,0
994407,347,Dhunche,Rasuwa,1055,1987,1,9,0
994408,347,Dhunche,Rasuwa,1055,1987,1,10,0
994409,347,Dhunche,Rasuwa,1055,1987,1,11,0
994410,347,Dhunche,Rasuwa,1055,1987,1,12,0
994411,347,Dhunche,Rasuwa,1055,1987,1,13,14.5
994412,347,Dhunche,Rasuwa,1055,1987,1,14,0
994413,347,Dhunche,Rasuwa,1055,1987,1,15,0
994414,347,Dhunche,Rasuwa,1055,1987,1,16,0
994415,347,Dhunche,Rasuwa,1055,1987,1,17,0
994416,347,Dhunche,Rasuwa,1055,1987,1,18,0
994417,347,Dhunche,Rasuwa,1055,1987,1,19,0
994418,347,Dhunche,Rasuwa,1055,1987,1,20,0
994419,347,Dhunche,Rasuwa,1055,1987,1,21,0
994420,347,Dhunche,Rasuwa,1055,1987,1,22,0
994421,347,Dhunche,Rasuwa,1055,1987,1,23,0
994422,347,Dhunche,Rasuwa,1055,1987,1,24,0
994423,347,Dhunche,Rasuwa,1055,1987,1,25,0
994424,347,Dhunche,Rasuwa,1055,1987,1,26,0
994425,347,Dhunche,Rasuwa,1055,1987,1,27,11
994426,347,Dhunche,Rasuwa,1055,1987,1,28,0
994427,347,Dhunche,Rasuwa,1055,1987,1,29,0
994428,347,Dhunche,Rasuwa,1055,1987,1,30,0
994429,347,Dhunche,Rasuwa,1055,1987,1,31,0
994430,347,Dhunche,Rasuwa,1055,1987,2,1,0
994431,347,Dhunche,Rasuwa,1055,1987,2,2,0
994432,347,Dhunche,Rasuwa,1055,1987,2,3,18.3
994433,347,Dhunche,Rasuwa,1055,1987,2,4,0
994434,347,Dhunche,Rasuwa,1055,1987,2,5,0
994435,347,Dhunche,Rasuwa,1055,1987,2,6,0
994436,347,Dhunche,Rasuwa,1055,1987,2,7,0
994437,347,Dhunche,Rasuwa,1055,1987,2,8,33
994438,347,Dhunche,Rasuwa,1055,1987,2,9,0
994439,347,Dhunche,Rasuwa,1055,1987,2,10,0
994440,347,Dhunche,Rasuwa,1055,1987,2,11,0
994441,347,Dhunche,Rasuwa,1055,1987,2,12,0
994442,347,Dhunche,Rasuwa,1055,1987,2,13,0
994443,347,Dhunche,Rasuwa,1055,1987,2,14,0
994444,347,Dhunche,Rasuwa,1055,1987,2,15,0.1
994445,347,Dhunche,Rasuwa,1055,1987,2,16,0
994446,347,Dhunche,Rasuwa,1055,1987,2,17,0
994447,347,Dhunche,Rasuwa,1055,1987,2,18,0
994448,347,Dhunche,Rasuwa,1055,1987,2,19,0
994449,347,Dhunche,Rasuwa,1055,1987,2,20,0
994450,347,Dhunche,Rasuwa,1055,1987,2,21,0
994451,347,Dhunche,Rasuwa,1055,1987,2,22,0
994452,347,Dhunche,Rasuwa,1055,1987,2,23,18.7
994453,347,Dhunche,Rasuwa,1055,1987,2,24,0
994454,347,Dhunche,Rasuwa,1055,1987,2,25,0
994455,347,Dhunche,Rasuwa,1055,1987,2,26,0
994456,347,Dhunche,Rasuwa,1055,1987,2,27,0
994457,347,Dhunche,Rasuwa,1055,1987,2,28,11.9
994458,347,Dhunche,Rasuwa,1055,1987,3,1,0
994459,347,Dhunche,Rasuwa,1055,1987,3,2,15
994460,347,Dhunche,Rasuwa,1055,1987,3,3,0
994461,347,Dhunche,Rasuwa,1055,1987,3,4,0
994462,347,Dhunche,Rasuwa,1055,1987,3,5,0
994463,347,Dhunche,Rasuwa,1055,1987,3,6,0
994464,347,Dhunche,Rasuwa,1055,1987,3,7,0
994465,347,Dhunche,Rasuwa,1055,1987,3,8,41
994466,347,Dhunche,Rasuwa,1055,1987,3,9,0
994467,347,Dhunche,Rasuwa,1055,1987,3,10,0.1
994468,347,Dhunche,Rasuwa,1055,1987,3,11,0
994469,347,Dhunche,Rasuwa,1055,1987,3,12,0
994470,347,Dhunche,Rasuwa,1055,1987,3,13,0
994471,347,Dhunche,Rasuwa,1055,1987,3,14,0
994472,347,Dhunche,Rasuwa,1055,1987,3,15,0
994473,347,Dhunche,Rasuwa,1055,1987,3,16,0
994474,347,Dhunche,Rasuwa,1055,1987,3,17,1.3
994475,347,Dhunche,Rasuwa,1055,1987,3,18,0.1
994476,347,Dhunche,Rasuwa,1055,1987,3,19,0
994477,347,Dhunche,Rasuwa,1055,1987,3,20,0
994478,347,Dhunche,Rasuwa,1055,1987,3,21,0
994479,347,Dhunche,Rasuwa,1055,1987,3,22,0
994480,347,Dhunche,Rasuwa,1055,1987,3,23,0
994481,347,Dhunche,Rasuwa,1055,1987,3,24,6.1
994482,347,Dhunche,Rasuwa,1055,1987,3,25,17.3
994483,347,Dhunche,Rasuwa,1055,1987,3,26,0
994484,347,Dhunche,Rasuwa,1055,1987,3,27,0
994485,347,Dhunche,Rasuwa,1055,1987,3,28,0
994486,347,Dhunche,Rasuwa,1055,1987,3,29,11.8
994487,347,Dhunche,Rasuwa,1055,1987,3,30,0
994488,347,Dhunche,Rasuwa,1055,1987,3,31,0
994489,347,Dhunche,Rasuwa,1055,1987,4,1,0
994490,347,Dhunche,Rasuwa,1055,1987,4,2,11.4
994491,347,Dhunche,Rasuwa,1055,1987,4,3,0
994492,347,Dhunche,Rasuwa,1055,1987,4,4,0
