OBJECTID,gsid,formal_name,district,station_id,year,month,days,maxtemp
953681,349,Pansayakhola,Nuwakot,1057,1986,1,1,10.2
953682,349,Pansayakhola,Nuwakot,1057,1986,1,2,10.8
953683,349,Pansayakhola,Nuwakot,1057,1986,1,3,11.5
953684,349,Pansayakhola,Nuwakot,1057,1986,1,4,11.5
953685,349,Pansayakhola,Nuwakot,1057,1986,1,5,12.2
953686,349,Pansayakhola,Nuwakot,1057,1986,1,6,11.8
953687,349,Pansayakhola,Nuwakot,1057,1986,1,7,13.5
953688,349,Pansayakhola,Nuwakot,1057,1986,1,8,13.5
953689,349,Pansayakhola,Nuwakot,1057,1986,1,9,13
953690,349,Pansayakhola,Nuwakot,1057,1986,1,10,12.1
953691,349,Pansayakhola,Nuwakot,1057,1986,1,11,0
953692,349,Pansayakhola,Nuwakot,1057,1986,1,12,0
953693,349,Pansayakhola,Nuwakot,1057,1986,1,13,0
953694,349,Pansayakhola,Nuwakot,1057,1986,1,14,0
953695,349,Pansayakhola,Nuwakot,1057,1986,1,15,12.2
953696,349,Pansayakhola,Nuwakot,1057,1986,1,16,12
953697,349,Pansayakhola,Nuwakot,1057,1986,1,17,10.5
953698,349,Pansayakhola,Nuwakot,1057,1986,1,18,10
953699,349,Pansayakhola,Nuwakot,1057,1986,1,19,11
953700,349,Pansayakhola,Nuwakot,1057,1986,1,20,10
953701,349,Pansayakhola,Nuwakot,1057,1986,1,21,11.6
953702,349,Pansayakhola,Nuwakot,1057,1986,1,22,13.2
953703,349,Pansayakhola,Nuwakot,1057,1986,1,23,12.5
953704,349,Pansayakhola,Nuwakot,1057,1986,1,24,12.5
953705,349,Pansayakhola,Nuwakot,1057,1986,1,25,12
953706,349,Pansayakhola,Nuwakot,1057,1986,1,26,12.3
953707,349,Pansayakhola,Nuwakot,1057,1986,1,27,12.8
953708,349,Pansayakhola,Nuwakot,1057,1986,1,28,0
953709,349,Pansayakhola,Nuwakot,1057,1986,1,29,14.1
953710,349,Pansayakhola,Nuwakot,1057,1986,1,30,14.6
953711,349,Pansayakhola,Nuwakot,1057,1986,1,31,14
953712,349,Pansayakhola,Nuwakot,1057,1986,2,1,13.7
953713,349,Pansayakhola,Nuwakot,1057,1986,2,2,14
953714,349,Pansayakhola,Nuwakot,1057,1986,2,3,10
953715,349,Pansayakhola,Nuwakot,1057,1986,2,4,10.1
953716,349,Pansayakhola,Nuwakot,1057,1986,2,5,0
953717,349,Pansayakhola,Nuwakot,1057,1986,2,6,0
953718,349,Pansayakhola,Nuwakot,1057,1986,2,7,0
953719,349,Pansayakhola,Nuwakot,1057,1986,2,8,0
953720,349,Pansayakhola,Nuwakot,1057,1986,2,9,0
953721,349,Pansayakhola,Nuwakot,1057,1986,2,10,0
953722,349,Pansayakhola,Nuwakot,1057,1986,2,11,0
953723,349,Pansayakhola,Nuwakot,1057,1986,2,12,14.5
953724,349,Pansayakhola,Nuwakot,1057,1986,2,13,15
953725,349,Pansayakhola,Nuwakot,1057,1986,2,14,0
953726,349,Pansayakhola,Nuwakot,1057,1986,2,15,0
953727,349,Pansayakhola,Nuwakot,1057,1986,2,16,14.5
953728,349,Pansayakhola,Nuwakot,1057,1986,2,17,14
953729,349,Pansayakhola,Nuwakot,1057,1986,2,18,13
953730,349,Pansayakhola,Nuwakot,1057,1986,2,19,13
953731,349,Pansayakhola,Nuwakot,1057,1986,2,20,14
953732,349,Pansayakhola,Nuwakot,1057,1986,2,21,15
953733,349,Pansayakhola,Nuwakot,1057,1986,2,22,16
953734,349,Pansayakhola,Nuwakot,1057,1986,2,23,17
953735,349,Pansayakhola,Nuwakot,1057,1986,2,24,16.5
953736,349,Pansayakhola,Nuwakot,1057,1986,2,25,16.5
953737,349,Pansayakhola,Nuwakot,1057,1986,2,26,16.5
953738,349,Pansayakhola,Nuwakot,1057,1986,2,27,16
953739,349,Pansayakhola,Nuwakot,1057,1986,2,28,0
953740,349,Pansayakhola,Nuwakot,1057,1986,3,1,0
953741,349,Pansayakhola,Nuwakot,1057,1986,3,2,0
953742,349,Pansayakhola,Nuwakot,1057,1986,3,3,18.5
953743,349,Pansayakhola,Nuwakot,1057,1986,3,4,17.5
953744,349,Pansayakhola,Nuwakot,1057,1986,3,5,16
953745,349,Pansayakhola,Nuwakot,1057,1986,3,6,13.5
953746,349,Pansayakhola,Nuwakot,1057,1986,3,7,13
953747,349,Pansayakhola,Nuwakot,1057,1986,3,8,15
953748,349,Pansayakhola,Nuwakot,1057,1986,3,9,14
953749,349,Pansayakhola,Nuwakot,1057,1986,3,10,15
953750,349,Pansayakhola,Nuwakot,1057,1986,3,11,17
953751,349,Pansayakhola,Nuwakot,1057,1986,3,12,17.5
953752,349,Pansayakhola,Nuwakot,1057,1986,3,13,18
953753,349,Pansayakhola,Nuwakot,1057,1986,3,14,17
953754,349,Pansayakhola,Nuwakot,1057,1986,3,15,17.5
953755,349,Pansayakhola,Nuwakot,1057,1986,3,16,18
953756,349,Pansayakhola,Nuwakot,1057,1986,3,17,17
953757,349,Pansayakhola,Nuwakot,1057,1986,3,18,17
953758,349,Pansayakhola,Nuwakot,1057,1986,3,19,17.5
953759,349,Pansayakhola,Nuwakot,1057,1986,3,20,17.5
953760,349,Pansayakhola,Nuwakot,1057,1986,3,21,16
953761,349,Pansayakhola,Nuwakot,1057,1986,3,22,19.5
953762,349,Pansayakhola,Nuwakot,1057,1986,3,23,19.5
953763,349,Pansayakhola,Nuwakot,1057,1986,3,24,20.5
953764,349,Pansayakhola,Nuwakot,1057,1986,3,25,19.5
953765,349,Pansayakhola,Nuwakot,1057,1986,3,26,20
953766,349,Pansayakhola,Nuwakot,1057,1986,3,27,21.5
953767,349,Pansayakhola,Nuwakot,1057,1986,3,28,21
953768,349,Pansayakhola,Nuwakot,1057,1986,3,29,20
953769,349,Pansayakhola,Nuwakot,1057,1986,3,30,19.5
953770,349,Pansayakhola,Nuwakot,1057,1986,3,31,20
953771,349,Pansayakhola,Nuwakot,1057,1986,4,1,20.5
953772,349,Pansayakhola,Nuwakot,1057,1986,4,2,21.5
953773,349,Pansayakhola,Nuwakot,1057,1986,4,3,20
953774,349,Pansayakhola,Nuwakot,1057,1986,4,4,17.5
953775,349,Pansayakhola,Nuwakot,1057,1986,4,5,20
953776,349,Pansayakhola,Nuwakot,1057,1986,4,6,17
953777,349,Pansayakhola,Nuwakot,1057,1986,4,7,17
