OBJECTID,gsid,formal_name,district,station_id,year,month,days,maxtemp
1311903,295,Timure,Rasuwa,1001,2005,1,1,0
1311904,295,Timure,Rasuwa,1001,2005,1,2,0
1311905,295,Timure,Rasuwa,1001,2005,1,3,0
1311906,295,Timure,Rasuwa,1001,2005,1,4,0
1311907,295,Timure,Rasuwa,1001,2005,1,5,0
1311908,295,Timure,Rasuwa,1001,2005,1,6,0
1311909,295,Timure,Rasuwa,1001,2005,1,7,0
1311910,295,Timure,Rasuwa,1001,2005,1,8,0
1311911,295,Timure,Rasuwa,1001,2005,1,9,0
1311912,295,Timure,Rasuwa,1001,2005,1,10,0
1311913,295,Timure,Rasuwa,1001,2005,1,11,0
1311914,295,Timure,Rasuwa,1001,2005,1,12,0
1311915,295,Timure,Rasuwa,1001,2005,1,13,0
1311916,295,Timure,Rasuwa,1001,2005,1,14,0
1311917,295,Timure,Rasuwa,1001,2005,1,15,0
1311918,295,Timure,Rasuwa,1001,2005,1,16,0
1311919,295,Timure,Rasuwa,1001,2005,1,17,0
1311920,295,Timure,Rasuwa,1001,2005,1,18,0
1311921,295,Timure,Rasuwa,1001,2005,1,19,0
1311922,295,Timure,Rasuwa,1001,2005,1,20,0
1311923,295,Timure,Rasuwa,1001,2005,1,21,0
1311924,295,Timure,Rasuwa,1001,2005,1,22,0
1311925,295,Timure,Rasuwa,1001,2005,1,23,0
1311926,295,Timure,Rasuwa,1001,2005,1,24,0
1311927,295,Timure,Rasuwa,1001,2005,1,25,0
1311928,295,Timure,Rasuwa,1001,2005,1,26,0
1311929,295,Timure,Rasuwa,1001,2005,1,27,0
1311930,295,Timure,Rasuwa,1001,2005,1,28,0
1311931,295,Timure,Rasuwa,1001,2005,1,29,0
1311932,295,Timure,Rasuwa,1001,2005,1,30,0
1311933,295,Timure,Rasuwa,1001,2005,1,31,0
1311934,295,Timure,Rasuwa,1001,2005,2,1,0
1311935,295,Timure,Rasuwa,1001,2005,2,2,0
1311936,295,Timure,Rasuwa,1001,2005,2,3,0
1311937,295,Timure,Rasuwa,1001,2005,2,4,0
1311938,295,Timure,Rasuwa,1001,2005,2,5,0
1311939,295,Timure,Rasuwa,1001,2005,2,6,0
1311940,295,Timure,Rasuwa,1001,2005,2,7,0
1311941,295,Timure,Rasuwa,1001,2005,2,8,0
1311942,295,Timure,Rasuwa,1001,2005,2,9,0
1311943,295,Timure,Rasuwa,1001,2005,2,10,0
1311944,295,Timure,Rasuwa,1001,2005,2,11,0
1311945,295,Timure,Rasuwa,1001,2005,2,12,0
1311946,295,Timure,Rasuwa,1001,2005,2,13,0
1311947,295,Timure,Rasuwa,1001,2005,2,14,0
1311948,295,Timure,Rasuwa,1001,2005,2,15,0
1311949,295,Timure,Rasuwa,1001,2005,2,16,0
1311950,295,Timure,Rasuwa,1001,2005,2,17,0
1311951,295,Timure,Rasuwa,1001,2005,2,18,0
1311952,295,Timure,Rasuwa,1001,2005,2,19,0
1311953,295,Timure,Rasuwa,1001,2005,2,20,0
1311954,295,Timure,Rasuwa,1001,2005,2,21,0
1311955,295,Timure,Rasuwa,1001,2005,2,22,0
1311956,295,Timure,Rasuwa,1001,2005,2,23,0
1311957,295,Timure,Rasuwa,1001,2005,2,24,0
1311958,295,Timure,Rasuwa,1001,2005,2,25,0
1311959,295,Timure,Rasuwa,1001,2005,2,26,0
1311960,295,Timure,Rasuwa,1001,2005,2,27,0
1311961,295,Timure,Rasuwa,1001,2005,2,28,0
1311962,295,Timure,Rasuwa,1001,2005,3,1,0
1311963,295,Timure,Rasuwa,1001,2005,3,2,0
1311964,295,Timure,Rasuwa,1001,2005,3,3,0
1311965,295,Timure,Rasuwa,1001,2005,3,4,0
1311966,295,Timure,Rasuwa,1001,2005,3,5,0
1311967,295,Timure,Rasuwa,1001,2005,3,6,0
1311968,295,Timure,Rasuwa,1001,2005,3,7,0
1311969,295,Timure,Rasuwa,1001,2005,3,8,0
1311970,295,Timure,Rasuwa,1001,2005,3,9,0
1311971,295,Timure,Rasuwa,1001,2005,3,10,0
1311972,295,Timure,Rasuwa,1001,2005,3,11,0
1311973,295,Timure,Rasuwa,1001,2005,3,12,0
1311974,295,Timure,Rasuwa,1001,2005,3,13,0
1311975,295,Timure,Rasuwa,1001,2005,3,14,0
1311976,295,Timure,Rasuwa,1001,2005,3,15,0
1311977,295,Timure,Rasuwa,1001,2005,3,16,0
1311978,295,Timure,Rasuwa,1001,2005,3,17,0
1311979,295,Timure,Rasuwa,1001,2005,3,18,0
1311980,295,Timure,Rasuwa,1001,2005,3,19,0
1311981,295,Timure,Rasuwa,1001,2005,3,20,0
1311982,295,Timure,Rasuwa,1001,2005,3,21,0
1311983,295,Timure,Rasuwa,1001,2005,3,22,0
1311984,295,Timure,Rasuwa,1001,2005,3,23,0
1311985,295,Timure,Rasuwa,1001,2005,3,24,0
1311986,295,Timure,Rasuwa,1001,2005,3,25,0
1311987,295,Timure,Rasuwa,1001,2005,3,26,0
1311988,295,Timure,Rasuwa,1001,2005,3,27,0
1311989,295,Timure,Rasuwa,1001,2005,3,28,0
1311990,295,Timure,Rasuwa,1001,2005,3,29,0
1311991,295,Timure,Rasuwa,1001,2005,3,30,0
1311992,295,Timure,Rasuwa,1001,2005,3,31,0
1311993,295,Timure,Rasuwa,1001,2005,4,1,0
1311994,295,Timure,Rasuwa,1001,2005,4,2,0
1311995,295,Timure,Rasuwa,1001,2005,4,3,0
1311996,295,Timure,Rasuwa,1001,2005,4,4,0
1311997,295,Timure,Rasuwa,1001,2005,4,5,0
1311998,295,Timure,Rasuwa,1001,2005,4,6,0
1311999,295,Timure,Rasuwa,1001,2005,4,7,0
1312000,295,Timure,Rasuwa,1001,2005,4,8,0
1312001,295,Timure,Rasuwa,1001,2005,4,9,0
1312002,295,Timure,Rasuwa,1001,2005,4,10,0
1312003,295,Timure,Rasuwa,1001,2005,4,11,0
1312004,295,Timure,Rasuwa,1001,2005,4,12,0
1312005,295,Timure,Rasuwa,1001,2005,4,13,0
1312006,295,Timure,Rasuwa,1001,2005,4,14,0
1312007,295,Timure,Rasuwa,1001,2005,4,15,0
1312008,295,Timure,Rasuwa,1001,2005,4,16,0
1312009,295,Timure,Rasuwa,1001,2005,4,17,0
1312010,295,Timure,Rasuwa,1001,2005,4,18,0
1312011,295,Timure,Rasuwa,1001,2005,4,19,0
1312012,295,Timure,Rasuwa,1001,2005,4,20,0
1312013,295,Timure,Rasuwa,1001,2005,4,21,0
1312014,295,Timure,Rasuwa,1001,2005,4,22,0
1312015,295,Timure,Rasuwa,1001,2005,4,23,0
1312016,295,Timure,Rasuwa,1001,2005,4,24,0
1312017,295,Timure,Rasuwa,1001,2005,4,25,0
1312018,295,Timure,Rasuwa,1001,2005,4,26,0
1312019,295,Timure,Rasuwa,1001,2005,4,27,0
1312020,295,Timure,Rasuwa,1001,2005,4,28,0
1312021,295,Timure,Rasuwa,1001,2005,4,29,0
1312022,295,Timure,Rasuwa,1001,2005,4,30,0
1312023,295,Timure,Rasuwa,1001,2005,5,1,0
1312024,295,Timure,Rasuwa,1001,2005,5,2,0
1312025,295,Timure,Rasuwa,1001,2005,5,3,0
1312026,295,Timure,Rasuwa,1001,2005,5,4,0
1312027,295,Timure,Rasuwa,1001,2005,5,5,0
1312028,295,Timure,Rasuwa,1001,2005,5,6,0
1312029,295,Timure,Rasuwa,1001,2005,5,7,0
1312030,295,Timure,Rasuwa,1001,2005,5,8,0
1312031,295,Timure,Rasuwa,1001,2005,5,9,0
1312032,295,Timure,Rasuwa,1001,2005,5,10,0
1312033,295,Timure,Rasuwa,1001,2005,5,11,0
1312034,295,Timure,Rasuwa,1001,2005,5,12,0
1312035,295,Timure,Rasuwa,1001,2005,5,13,0
1312036,295,Timure,Rasuwa,1001,2005,5,14,0
1312037,295,Timure,Rasuwa,1001,2005,5,15,0
1312038,295,Timure,Rasuwa,1001,2005,5,16,0
1312039,295,Timure,Rasuwa,1001,2005,5,17,0
1312040,295,Timure,Rasuwa,1001,2005,5,18,0
1312041,295,Timure,Rasuwa,1001,2005,5,19,0
1312042,295,Timure,Rasuwa,1001,2005,5,20,0
1312043,295,Timure,Rasuwa,1001,2005,5,21,0
1312044,295,Timure,Rasuwa,1001,2005,5,22,0
1312045,295,Timure,Rasuwa,1001,2005,5,23,0
1312046,295,Timure,Rasuwa,1001,2005,5,24,0
1312047,295,Timure,Rasuwa,1001,2005,5,25,0
1312048,295,Timure,Rasuwa,1001,2005,5,26,0
1312049,295,Timure,Rasuwa,1001,2005,5,27,0
1312050,295,Timure,Rasuwa,1001,2005,5,28,0
1312051,295,Timure,Rasuwa,1001,2005,5,29,0
1312052,295,Timure,Rasuwa,1001,2005,5,30,0
1312053,295,Timure,Rasuwa,1001,2005,5,31,0
1312054,295,Timure,Rasuwa,1001,2005,6,1,0
1312055,295,Timure,Rasuwa,1001,2005,6,2,0
1312056,295,Timure,Rasuwa,1001,2005,6,3,0
1312057,295,Timure,Rasuwa,1001,2005,6,4,0
1312058,295,Timure,Rasuwa,1001,2005,6,5,0
1312059,295,Timure,Rasuwa,1001,2005,6,6,0
1312060,295,Timure,Rasuwa,1001,2005,6,7,0
1312061,295,Timure,Rasuwa,1001,2005,6,8,0
1312062,295,Timure,Rasuwa,1001,2005,6,9,0
1312063,295,Timure,Rasuwa,1001,2005,6,10,0
1312064,295,Timure,Rasuwa,1001,2005,6,11,0
1312065,295,Timure,Rasuwa,1001,2005,6,12,0
1312066,295,Timure,Rasuwa,1001,2005,6,13,0
1312067,295,Timure,Rasuwa,1001,2005,6,14,0
1312068,295,Timure,Rasuwa,1001,2005,6,15,0
1312069,295,Timure,Rasuwa,1001,2005,6,16,0
1312070,295,Timure,Rasuwa,1001,2005,6,17,0
1312071,295,Timure,Rasuwa,1001,2005,6,18,0
1312072,295,Timure,Rasuwa,1001,2005,6,19,0
1312073,295,Timure,Rasuwa,1001,2005,6,20,0
1312074,295,Timure,Rasuwa,1001,2005,6,21,0
1312075,295,Timure,Rasuwa,1001,2005,6,22,0
1312076,295,Timure,Rasuwa,1001,2005,6,23,0
1312077,295,Timure,Rasuwa,1001,2005,6,24,0
1312078,295,Timure,Rasuwa,1001,2005,6,25,0
1312079,295,Timure,Rasuwa,1001,2005,6,26,0
1312080,295,Timure,Rasuwa,1001,2005,6,27,0
1312081,295,Timure,Rasuwa,1001,2005,6,28,0
1312082,295,Timure,Rasuwa,1001,2005,6,29,0
1312083,295,Timure,Rasuwa,1001,2005,6,30,0
1312084,295,Timure,Rasuwa,1001,2005,7,1,0
1312085,295,Timure,Rasuwa,1001,2005,7,2,0
1312086,295,Timure,Rasuwa,1001,2005,7,3,0
1312087,295,Timure,Rasuwa,1001,2005,7,4,0
1312088,295,Timure,Rasuwa,1001,2005,7,5,0
1312089,295,Timure,Rasuwa,1001,2005,7,6,0
1312090,295,Timure,Rasuwa,1001,2005,7,7,0
1312091,295,Timure,Rasuwa,1001,2005,7,8,0
1312092,295,Timure,Rasuwa,1001,2005,7,9,0
1312093,295,Timure,Rasuwa,1001,2005,7,10,0
1312094,295,Timure,Rasuwa,1001,2005,7,11,0
1312095,295,Timure,Rasuwa,1001,2005,7,12,0
1312096,295,Timure,Rasuwa,1001,2005,7,13,0
1312097,295,Timure,Rasuwa,1001,2005,7,14,0
1312098,295,Timure,Rasuwa,1001,2005,7,15,0
1312099,295,Timure,Rasuwa,1001,2005,7,16,0
1312100,295,Timure,Rasuwa,1001,2005,7,17,0
1312101,295,Timure,Rasuwa,1001,2005,7,18,0
1312102,295,Timure,Rasuwa,1001,2005,7,19,0
1312103,295,Timure,Rasuwa,1001,2005,7,20,0
1312104,295,Timure,Rasuwa,1001,2005,7,21,0
1312105,295,Timure,Rasuwa,1001,2005,7,22,0
1312106,295,Timure,Rasuwa,1001,2005,7,23,0
1312107,295,Timure,Rasuwa,1001,2005,7,24,0
1312108,295,Timure,Rasuwa,1001,2005,7,25,0
1312109,295,Timure,Rasuwa,1001,2005,7,26,0
1312110,295,Timure,Rasuwa,1001,2005,7,27,0
1312111,295,Timure,Rasuwa,1001,2005,7,28,0
1312112,295,Timure,Rasuwa,1001,2005,7,29,0
1312113,295,Timure,Rasuwa,1001,2005,7,30,0
1312114,295,Timure,Rasuwa,1001,2005,7,31,0
1312115,295,Timure,Rasuwa,1001,2005,8,1,0
1312116,295,Timure,Rasuwa,1001,2005,8,2,0
1312117,295,Timure,Rasuwa,1001,2005,8,3,0
1312118,295,Timure,Rasuwa,1001,2005,8,4,0
1312119,295,Timure,Rasuwa,1001,2005,8,5,0
1312120,295,Timure,Rasuwa,1001,2005,8,6,0
1312121,295,Timure,Rasuwa,1001,2005,8,7,0
1312122,295,Timure,Rasuwa,1001,2005,8,8,0
1312123,295,Timure,Rasuwa,1001,2005,8,9,0
1312124,295,Timure,Rasuwa,1001,2005,8,10,0
1312125,295,Timure,Rasuwa,1001,2005,8,11,0
1312126,295,Timure,Rasuwa,1001,2005,8,12,0
1312127,295,Timure,Rasuwa,1001,2005,8,13,0
1312128,295,Timure,Rasuwa,1001,2005,8,14,0
1312129,295,Timure,Rasuwa,1001,2005,8,15,0
1312130,295,Timure,Rasuwa,1001,2005,8,16,0
1312131,295,Timure,Rasuwa,1001,2005,8,17,0
1312132,295,Timure,Rasuwa,1001,2005,8,18,0
1312133,295,Timure,Rasuwa,1001,2005,8,19,0
1312134,295,Timure,Rasuwa,1001,2005,8,20,0
1312135,295,Timure,Rasuwa,1001,2005,8,21,0
1312136,295,Timure,Rasuwa,1001,2005,8,22,0
1312137,295,Timure,Rasuwa,1001,2005,8,23,0
1312138,295,Timure,Rasuwa,1001,2005,8,24,0
1312139,295,Timure,Rasuwa,1001,2005,8,25,0
1312140,295,Timure,Rasuwa,1001,2005,8,26,0
1312141,295,Timure,Rasuwa,1001,2005,8,27,0
1312142,295,Timure,Rasuwa,1001,2005,8,28,0
1312143,295,Timure,Rasuwa,1001,2005,8,29,0
1312144,295,Timure,Rasuwa,1001,2005,8,30,0
1312145,295,Timure,Rasuwa,1001,2005,8,31,0
1312146,295,Timure,Rasuwa,1001,2005,9,1,0
1312147,295,Timure,Rasuwa,1001,2005,9,2,0
1312148,295,Timure,Rasuwa,1001,2005,9,3,0
1312149,295,Timure,Rasuwa,1001,2005,9,4,0
1312150,295,Timure,Rasuwa,1001,2005,9,5,0
1312151,295,Timure,Rasuwa,1001,2005,9,6,0
1312152,295,Timure,Rasuwa,1001,2005,9,7,0
1312153,295,Timure,Rasuwa,1001,2005,9,8,0
1312154,295,Timure,Rasuwa,1001,2005,9,9,0
1312155,295,Timure,Rasuwa,1001,2005,9,10,0
1312156,295,Timure,Rasuwa,1001,2005,9,11,0
1312157,295,Timure,Rasuwa,1001,2005,9,12,0
1312158,295,Timure,Rasuwa,1001,2005,9,13,0
1312159,295,Timure,Rasuwa,1001,2005,9,14,0
1312160,295,Timure,Rasuwa,1001,2005,9,15,0
1312161,295,Timure,Rasuwa,1001,2005,9,16,0
1312162,295,Timure,Rasuwa,1001,2005,9,17,0
1312163,295,Timure,Rasuwa,1001,2005,9,18,0
1312164,295,Timure,Rasuwa,1001,2005,9,19,0
1312165,295,Timure,Rasuwa,1001,2005,9,20,29.5
1312166,295,Timure,Rasuwa,1001,2005,9,21,25.1
1312167,295,Timure,Rasuwa,1001,2005,9,22,23
1312168,295,Timure,Rasuwa,1001,2005,9,23,24
1312169,295,Timure,Rasuwa,1001,2005,9,24,25.1
1312170,295,Timure,Rasuwa,1001,2005,9,25,26
1312171,295,Timure,Rasuwa,1001,2005,9,26,26
1312172,295,Timure,Rasuwa,1001,2005,9,27,26
1312173,295,Timure,Rasuwa,1001,2005,9,28,26
1312174,295,Timure,Rasuwa,1001,2005,9,29,26
1312175,295,Timure,Rasuwa,1001,2005,9,30,25
1312176,295,Timure,Rasuwa,1001,2005,10,1,24.1
1312177,295,Timure,Rasuwa,1001,2005,10,2,24.1
1312178,295,Timure,Rasuwa,1001,2005,10,3,23.1
1312179,295,Timure,Rasuwa,1001,2005,10,4,23
1312180,295,Timure,Rasuwa,1001,2005,10,5,23.1
1312181,295,Timure,Rasuwa,1001,2005,10,6,23.1
1312182,295,Timure,Rasuwa,1001,2005,10,7,21
1312183,295,Timure,Rasuwa,1001,2005,10,8,23
1312184,295,Timure,Rasuwa,1001,2005,10,9,24
